证券代码,证券简称,"经营活动产生的现金流量净额/流动负债
[报告期] 2017一季","经营活动产生的现金流量净额/流动负债
[报告期] 2017中报","经营活动产生的现金流量净额/流动负债
[报告期] 2017三季","经营活动产生的现金流量净额/流动负债
[报告期] 2017年报","经营活动产生的现金流量净额/流动负债
[报告期] 2018一季","经营活动产生的现金流量净额/流动负债
[报告期] 2018中报","资产负债率
[报告期] 2017一季
[单位] %","资产负债率
[报告期] 2017中报
[单位] %","资产负债率
[报告期] 2017三季
[单位] %","资产负债率
[报告期] 2017年报
[单位] %","资产负债率
[报告期] 2018一季
[单位] %","资产负债率
[报告期] 2018中报
[单位] %","债项评级
[交易日期] 2018-09-14
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-06-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-03-30
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-12-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-09-29
[评级机构] 全部评级机构","估价收益率(上清所)
[日期] 2018-09-14","估价收益率(上清所)
[日期] 2018-06-29","估价收益率(上清所)
[日期] 2018-03-30","估价收益率(上清所)
[日期] 2017-12-29","估价收益率(上清所)
[日期] 2017-09-29","估价修正久期(上清所)
[日期] 2018-09-14","估价修正久期(上清所)
[日期] 2018-06-29","估价修正久期(上清所)
[日期] 2018-03-30","估价修正久期(上清所)
[日期] 2017-12-29","估价修正久期(上清所)
[日期] 2017-09-29"
136327.SH,16特房01,,-0.0806,-0.11,-0.1418,-0.0715,-0.2196,,75.1607,77.2215,71.9043,76.4318,77.5785,AA+,AA+,AA+,AA+,AA+,3.3065,3.6229,3.8083,4.1154,3.9421,0.4967,0.6931,0.9288,1.1303,1.3751
136328.SH,16忠旺01,0.0005,0.0297,0.05,0.1833,-0.2517,-0.2664,56.3515,52.9142,56.9417,55.843,49.2875,47.7923,AA+,AA+,AA+,AA+,AA+,5.6056,5.0597,5.3076,5.7105,5.638,0.462,0.6739,0.9049,1.0935,1.3316
136329.SH,16国美03,,-0.0997,,-0.1451,,0.0183,,62.5354,,62.6207,,61.9437,AA+,AA+,AA+,AA+,AA+,4.7516,5.0417,5.1585,5.3059,5.1694,0.6136,0.8056,0.9978,1.2295,1.4717
136330.SH,16扬城控,0.0295,0.0394,0.0159,0.0461,0.0201,0.0385,56.3657,57.3426,58.2319,56.4607,56.4647,56.5681,AA+,AA+,AA+,AA+,AA+,4.5581,5.2304,5.3208,5.6729,5.073,2.3196,2.5043,2.7387,2.8704,3.1263
136331.SH,16金辉02,,-0.2643,,-0.2137,,0.0395,,82.641,,83.1686,,85.2045,AA,AA,AA,AA,AA,6.5189,6.5778,6.558,6.7344,6.5076,0.4858,0.6826,0.917,1.0889,1.329
136332.SH,16泰豪01,-0.1245,-0.2966,-0.3405,-0.0741,-0.0527,-0.1114,52.3147,51.209,55.0814,63.0888,60.6309,61.4375,AA,AA,AA,AA,AA,4.3197,4.6417,4.7594,5.0511,4.8784,0.4943,0.6889,0.9241,1.1153,1.3579
136334.SH,16银宝01,,-0.0574,,0.1005,,0.1355,,64.3765,,42.7734,,42.5575,AA+,AA+,AA+,AA+,AA+,3.6347,3.9681,4.0549,4.3343,4.1177,0.5026,0.698,0.9356,1.1346,1.3802
136335.SH,16北汽集,0.0053,0.017,0.0017,0.0822,0.0216,0.0481,67.9298,70.049,66.814,67.38,66.3206,67.9981,AAA,AAA,AAA,AAA,AAA,4.6327,4.8874,5.2742,4.9073,4.287,4.0014,4.1906,4.4088,4.5019,4.7772
136336.SH,16宏泰债,0.0613,-0.2121,0.2818,0.2595,-0.2794,0.0139,57.0243,50.3066,50.7375,56.0917,60.3462,61.1824,AA+,AA+,AA+,AA+,AA+,4.6207,5.2231,5.5205,5.1236,4.4696,2.3107,2.4971,2.7259,2.8756,3.1349
136337.SH,16乌房01,,0.0203,-0.1075,-0.0879,,-0.3358,,79.9774,83.9861,84.295,,86.1271,AA,AA,AA,AA,AA,3.663,3.9931,4.0766,4.3532,4.1339,0.5026,0.6981,0.9357,1.1344,1.3801
136338.SH,16漳诏01,,0.2286,,0.8185,,0.2438,,45.2182,,53.68,,52.2501,AA,AA,AA,AA,AA,3.3982,3.7398,3.834,4.1196,3.906,0.5164,0.7119,0.9498,1.1514,1.3976
136339.SH,16滇路01,0.0574,0.0531,0.1522,0.1417,0.0951,0.0687,74.6212,74.3964,73.1513,72.4838,71.2973,71.4612,AAA,AAA,AAA,AAA,AAA,3.8744,4.3316,4.5462,4.9339,4.8153,0.4937,0.6858,0.9192,1.1161,1.3573
136340.SH,16鲁星01,0.0115,0.0352,0.0945,0.1843,0.0584,0.1367,55.2775,56.3298,54.8608,53.8701,56.2623,54.3117,AA,AA,AA,AA,AA,5.696,5.9155,6.0562,6.3707,6.2682,0.493,0.6876,0.9195,1.1,1.3375
136341.SH,16洋河01,0.0844,0.0901,0.404,0.4446,0.0475,0.0194,39.7595,40.939,38.8507,42.2023,37.0328,35.8415,AAA,AAA,AAA,AAA,AAA,3.5963,3.8442,3.9976,4.167,3.9214,2.3275,2.5146,2.7441,2.8805,3.1391
136342.SH,16浦集01,-0.0883,-0.0748,-0.0885,-0.0551,-0.0252,0.0777,50.2225,50.0659,50.3529,48.6335,48.7112,49.421,AAA,AAA,AAA,AAA,AAA,3.8149,4.2382,4.3995,4.6355,4.2466,2.3303,2.5153,2.7474,2.885,3.1437
136343.SH,16泸工债,-0.02,-0.0296,0.0092,-0.0688,,-0.0988,61.1946,61.8097,63.518,63.7198,,67.8735,AA,AA,AA,AA,AA,7.1769,7.3072,6.8355,6.9047,6.2704,2.2099,2.4036,2.6485,2.7384,2.9929
136344.SH,16广电01,-0.182,-0.1437,,0.1554,,-0.1081,40.2737,41.0145,,46.0065,,45.598,AAA,AAA,AAA,AAA,AAA,4.2552,4.7828,5.1317,5.4605,4.804,2.3235,2.5123,2.7406,2.8706,3.1291
136345.SH,16天建01,,-0.5852,,-0.1562,,0.1689,,72.9715,,76.3923,,79.6564,AAA,AAA,AAA,AAA,AAA,4.2628,4.5885,4.7725,5.0857,5.0315,0.5006,0.6926,0.9247,1.1155,1.3549
136346.SH,16天建02,,-0.5852,,-0.1562,,0.1689,,72.9715,,76.3923,,79.6564,AAA,AAA,AAA,AAA,AAA,6.0933,6.371,6.4792,5.865,5.616,2.2067,2.389,2.6168,2.7615,3.0158
136347.SH,16永利债,,0.0007,,0.1136,,0.0074,,42.5122,,46.2073,,45.0431,AA,AA,AA,AA,AA,6.3957,6.5021,6.5284,6.7457,6.5545,0.4964,0.6923,0.9257,1.099,1.3381
136348.SH,16国机债,,-0.0128,,-0.0027,,-0.0289,,68.0538,,67.8701,,68.545,AAA,AAA,AAA,AAA,AAA,4.2729,4.693,5.0428,5.3704,4.714,2.3385,2.53,2.7584,2.8908,3.1496
136349.SH,16华虹01,,0.0013,,0.464,,0.0666,,42.1412,,50.6419,,52.1108,AA,AA,AA,AA,AA,4.1904,4.448,4.4991,4.7339,4.5095,0.5042,0.7004,0.9378,1.1302,1.3752
136350.SH,16海怡02,,0.0747,,0.1135,,0.0423,,74.7105,,71.5793,,72.3314,AA,AA,AA,AA,AA,7.4135,7.6421,7.5984,5.85,5.976,0.519,0.71,0.9294,0.2326,0.4665
136352.SH,16中天01,,0.0914,,0.2216,,0.0803,,66.8561,,65.9567,,65.3269,AA,AA,AA,AA,AA,7.1736,7.3574,7.3103,7.7282,7.1672,0.5221,0.7139,0.8677,1.0956,1.3342
136353.SH,16象屿债,-0.1416,-0.1081,-0.1161,-0.1159,-0.08,-0.0691,73.3039,71.185,73.0945,69.3707,72.2362,71.5041,AAA,AAA,AAA,AAA,AAA,4.4202,4.7972,5.0168,5.2522,4.8621,2.348,2.5341,2.6569,2.8828,3.1402
136354.SH,16鲁商01,0.0338,0.0306,0.0674,0.086,0.0022,0.0421,82.3741,81.9423,81.9971,83.9866,83.7541,84.1907,AA+,AA+,AA+,AA+,AA+,5.6452,5.7704,5.6586,5.9174,5.5548,2.289,2.4835,2.6205,2.8442,3.0984
136355.SH,16大华01,,-0.0126,0.0395,-0.0143,,-0.1628,,68.7269,69.9815,68.5529,,73.3228,AA+,AA+,AA+,AA+,AA+,4.0067,4.3031,4.3842,4.6553,4.4561,0.5211,0.7167,0.9168,1.148,1.3924
136356.SH,16宁远高,0.0941,0.0975,0.1476,0.3668,0.1429,0.2488,46.9409,44.8737,46.022,40.7022,38.7318,36.1638,AA+,AA+,AA+,AA+,AA+,7.7983,7.8084,7.7328,7.8813,7.6177,0.5327,0.7283,0.8935,1.1208,1.3593
136357.SH,16亚泰01,0.0496,0.0344,0.0987,0.2094,0.0223,0.0337,72.5775,68.4763,68.3451,67.1435,67.0579,65.9589,AA,AA,AA,AA,AA,6.2767,6.3998,6.4334,6.6713,6.491,0.5162,0.712,0.8921,1.1199,1.3589
136358.SH,16川电02,-0.0364,0.0309,0.0786,0.1806,-0.1475,-0.141,69.3896,69.8822,69.995,70.9945,71.2478,71.2517,AA+,AA+,AA+,AA+,AA+,4.7195,5.5242,5.4794,5.8087,5.0631,2.358,2.5388,2.6798,2.9057,3.1666
136360.SH,16富力04,-0.0407,-0.0589,-0.0672,-0.016,-0.0711,-0.0297,79.7269,80.7124,82.5937,78.239,79.4194,80.4404,AAA,AAA,AAA,AAA,AAA,3.8327,4.1505,4.318,4.6242,4.5575,0.5292,0.7221,0.9232,1.1511,1.392
136361.SH,16富力05,-0.0407,-0.0589,-0.0672,-0.016,-0.0711,-0.0297,79.7269,80.7124,82.5937,78.239,79.4194,80.4404,AAA,AAA,AAA,AAA,AAA,5.736,5.1945,5.2685,5.5065,5.1219,2.2806,2.503,2.6276,2.8529,3.1093
136362.SH,16珠管01,0.0749,0.1258,0.1604,0.2169,0.0545,0.1396,68.8453,68.8833,69.8724,68.1374,69.6692,69.2093,AA,AA,AA,AA,AA,5.5229,5.7092,5.8063,6.098,5.9674,0.5235,0.7191,0.9072,1.1349,1.3738
136363.SH,16复星02,-0.0448,-0.0366,-0.0427,0.046,-0.0208,-0.041,66.0778,64.9004,64.4617,66.1987,65.931,66.5534,AAA,AAA,AAA,AAA,AAA,4.3843,4.8478,5.0931,5.5049,5.4276,0.542,0.7329,0.93,1.1558,1.3945
136364.SH,16十二师,0.0135,0.0322,0.0536,0.1201,0.0202,0.0446,61.7379,59.7767,61.016,59.8778,61.3341,59.6922,AA,AA,AA,AA,AA,5.9307,5.4261,5.4828,5.7065,5.3037,2.2783,2.4986,2.608,2.8335,3.0904
136365.SH,16桂铁债,0.0536,0.1095,0.1647,0.2369,0.0042,0.0862,59.723,61.0738,60.538,59.9798,58.9859,59.5093,AAA,AAA,AAA,AAA,AAA,4.0816,4.3656,4.4487,4.6429,4.4212,2.3486,2.5325,2.6664,2.8912,3.4009
136366.SH,16当代02,0.0114,0.0248,0.0178,0.0478,0.01,0.0119,59.0936,59.3294,60.3597,54.9181,55.9631,57.5381,AA+,AA+,AA+,AA+,AA+,4.5813,4.805,4.9395,5.0547,4.9039,0.5358,0.7322,0.9305,1.1648,1.4068
136369.SH,16山鹰债,-0.0517,-0.0235,0.0532,0.2254,-0.0042,0.1542,58.5357,60.8181,58.1714,61.2141,64.4903,64.1619,AA+,AA+,AA,AA,AA,5.5829,5.6814,5.6536,5.8466,5.7262,0.5376,0.7337,0.9225,1.1503,1.3913
136370.SH,16宁开控,-0.1108,0.2248,0.8682,0.0268,-0.0362,0.2061,42.6603,40.1561,39.3404,36.6442,37.2353,35.9396,AA+,AA+,AA+,AA+,AA+,3.8617,4.1966,4.2703,4.5503,4.3165,0.549,0.7439,0.9466,1.1776,1.4234
136371.SH,16众品01,,0.0071,,0.1406,,0.0473,,62.1597,,61.8828,,62.1107,AA,AA,AA,AA,AA,7.6274,7.8443,6.454,6.2489,6.1827,0.5486,0.7382,0.0287,0.2652,0.5007
136372.SH,16光大01,-0.0512,-0.0738,-0.0657,-0.0567,-0.0154,0.0322,91.7323,91.4993,91.2453,90.7949,90.8882,91.0693,AAA,AAA,AAA,AAA,AAA,3.0525,3.3472,3.5406,3.8306,3.6509,0.5538,0.7511,0.9593,1.1915,1.4374
136374.SH,16建业01,,-0.0959,,0.0613,,-0.0502,,82.4192,,84.2331,,85.1745,AA,AA,AA,AA,AA,6.2379,6.3464,6.3621,5.8261,5.5465,0.5351,0.7312,0.9119,1.1609,1.4048
136375.SH,16恒健01,0.0293,0.0855,0.1608,0.1944,0.0933,0.1922,35.67,35.8622,37.3267,40.5351,40.8086,40.5685,AAA,AAA,AAA,AAA,AAA,4.3247,4.8446,5.1961,5.521,4.8647,2.3744,2.5631,2.699,2.9258,3.1843
136376.SH,16中希01,,-0.02,,0.0563,,0.0175,,55.2811,,57.215,,56.6595,AA,AA,AA,AA,AA,7.3477,7.5586,5.5988,5.6678,5.7787,0.5545,0.7446,0.0337,0.269,0.5035
136377.SH,16泰玻债,-0.0089,0.0512,0.075,0.1106,,0.1153,59.8766,60.5358,60.8463,58.8166,,57.5855,AA+,AA+,AA,AA,AA,3.8785,4.2417,4.3239,4.5806,4.3229,0.9335,1.0931,1.3298,1.5606,1.8079
136378.SH,16华泰01,,0.0083,,0.1503,,0.0898,,67.7687,,69.492,,68.4321,AA+,AA+,AA+,AA+,AA+,6.4524,6.5633,6.5808,6.8074,7.0645,0.539,0.7346,0.9132,1.141,1.3671
136379.SH,16精控01,,0.0075,,-0.0329,,0.0069,,67.3353,,70.2695,,70.6071,AA+,AA+,AA+,AA+,AA+,6.466,6.5045,6.4476,6.6108,6.3613,0.5461,0.7434,0.9216,1.1512,1.3924
136380.SH,16新湖01,0.0431,0.0805,0.0392,0.0451,-0.0804,-0.1438,75.2563,75.7659,74.8879,73.5893,74.2393,75.2534,AA+,AA+,AA+,AA+,AA+,5.4555,5.5569,5.3749,5.6033,5.3442,0.6374,0.835,1.0291,1.2591,1.5033
136382.SH,16津投02,-0.0071,0.0371,0.0452,0.0381,-0.0004,0.0454,66.529,66.6287,66.7678,66.5381,67.2807,66.9739,AAA,AAA,AAA,AAA,AAA,3.6951,4.7324,4.9447,5.3289,4.6462,0.7356,0.9248,1.1274,1.3599,1.6072
136383.SH,16南港01,0.002,-0.3131,-0.1146,-0.2948,-0.1142,-0.1283,67.4159,68.206,69.7979,66.4113,63.6641,65.0107,AA+,AA+,AA+,AA+,AA+,4.652,5.448,5.382,5.7261,5.1256,2.3809,2.5617,2.6895,2.915,3.1715
136384.SH,16三花01,0.0166,0.106,0.2688,0.314,0.0161,0.0783,45.9602,48.0358,49.9488,51.1669,51.748,52.6007,AA+,AA+,AA+,AA+,AA+,3.8716,4.2544,4.3724,4.6647,4.454,0.7869,0.9473,1.1831,1.413,1.6583
136385.SH,16九华债,0.0775,0.1385,0.1798,0.4371,0.0257,0.2477,55.6595,50.5585,50.4672,44.8365,39.8726,35.4706,AA,AA,AA,AA,AA,4.4015,4.7818,4.9375,5.2735,5.1256,0.5581,0.751,0.9475,1.1756,1.417
136386.SH,16财信债,,-0.0271,,0.0025,,0.0494,,81.8974,,71.9568,,68.2926,AAA,AAA,AA+,AA+,AA+,3.5649,3.8328,3.9416,4.1938,3.9523,0.5738,0.7707,0.9736,1.206,1.453
136387.SH,16福投01,0.0743,0.087,0.1613,0.1478,0.0367,-0.1888,57.9629,57.3036,57.8978,58.8609,58.4407,60.3846,AAA,AAA,AAA,AAA,AAA,4.1165,4.4667,4.6094,4.8139,4.4781,2.392,2.5768,2.7062,2.9328,3.1915
136389.SH,16鲁商02,0.0338,0.0306,0.0674,0.086,0.0022,0.0421,82.3741,81.9423,81.9971,83.9866,83.7541,84.1907,AA+,AA+,AA+,AA+,AA+,4.4427,4.6756,4.6828,4.826,4.8409,0.5613,0.7577,0.9614,1.1955,1.433
136390.SH,16人福债,-0.03,-0.0052,0.0003,0.0029,-0.0341,-0.0243,55.5259,57.1746,57.6873,53.097,54.0652,54.1312,AA+,AA+,AA+,AA+,AA+,4.0894,4.8674,5.1307,5.6595,5.0028,0.5882,0.7827,0.973,1.2039,1.4491
136391.SH,16圆融01,0.0013,0.0429,0.0849,0.2171,,0.401,32.4149,33.5005,37.3773,37.0593,,42.9899,AAA,AAA,AAA,AAA,AAA,4.0575,4.9934,5.3121,5.77,5.1315,0.6742,0.8651,1.062,1.293,1.5382
136393.SH,16武金02,0.0678,-0.0794,0.1101,-0.0225,0.0071,0.0516,69.4644,68.8597,67.7041,67.5853,68.3681,69.4302,AAA,AAA,AAA,AAA,AAA,4.3328,4.991,5.0861,5.4316,4.8311,2.3797,2.5647,2.6933,2.9194,3.1766
136394.SH,16武商贸,-0.046,-0.0522,-0.2041,-0.1005,-0.0052,0.2832,70.8886,69.6379,71.3384,67.3154,67.6588,63.4159,AA,AA,AA,AA,AA,4.6895,4.9757,5.0246,5.2708,5.0363,0.5925,0.7869,0.98,1.2103,1.4544
136396.SH,16粤港01,0.0258,0.0867,0.1781,0.2311,0.0647,0.1452,41.5109,39.6876,39.1258,38.0419,36.1966,37.8312,AAA,AAA,AAA,AAA,AAA,3.1812,3.5034,3.6926,3.9675,3.7621,0.6721,0.868,1.075,1.3071,1.5536
136397.SH,16北水01,-0.0343,0.003,0.0113,-0.0385,-0.0235,0.008,64.4741,64.1657,64.0123,64.7814,64.4035,64.3757,AAA,AAA,AAA,AAA,AAA,3.7231,4.0287,4.225,4.5143,4.3281,0.5842,0.78,0.9808,1.2116,1.4561
136398.SH,16华融德,,0.1236,0.1113,0.2833,-0.0767,0.1684,,73.4371,74.091,79.0478,80.8065,80.3545,AAA,AAA,AAA,AAA,AAA,3.6001,3.8604,3.9533,4.1917,3.9347,0.5959,0.793,0.9952,1.228,1.4755
136399.SH,16桂农01,-0.0783,-0.0372,-0.0047,-0.043,-0.0658,0.0422,72.9565,72.8583,72.6397,70.8039,70.8834,70.4305,AA+,AA+,AA+,AA+,AA+,4.4044,5.3638,5.3735,5.8262,5.1827,0.7318,0.9194,1.1115,1.3421,1.5876
136400.SH,16金辉03,,-0.2643,,-0.2137,,0.0395,,82.641,,83.1686,,85.2045,AA,AA,AA,AA,AA,6.5489,6.6067,6.5637,6.7413,6.5024,0.57,0.7667,0.9444,1.1733,1.414
136401.SH,16华润01,0.0027,0.0103,0.0591,0.1699,0.0059,-0.0023,59.4303,64.0689,62.9975,63.32,63.9719,63.9362,AAA,AAA,AAA,AAA,AAA,3.6908,3.9989,4.2431,4.4692,4.0541,2.5444,2.7341,2.8659,3.0936,3.3549
136402.SH,16红星01,,0.0115,0.0654,0.0487,-0.0001,-0.0692,,65.7959,67.124,67.4558,66.7656,69.5045,AAA,AAA,AAA,AAA,AAA,4.7346,5.0423,5.1142,5.3799,5.1634,0.5879,0.7819,0.9745,1.2041,1.4474
136403.SH,16红星02,,0.0115,0.0654,0.0487,-0.0001,-0.0692,,65.7959,67.124,67.4558,66.7656,69.5045,AAA,AAA,AAA,AAA,AAA,5.4681,5.7883,5.8349,6.0492,5.6341,2.3365,2.5233,2.6188,2.8437,3.1005
136404.SH,16外高01,-0.0209,0.0227,0.0794,0.1997,-0.0452,-0.0446,66.1418,67.1606,66.3674,66.2283,65.8744,68.0172,AAA,AAA,AAA,AAA,AAA,3.2779,3.5542,3.6292,3.8254,3.5554,0.5975,0.7947,1.0011,1.2358,1.4846
136405.SH,14亿利02,0.1468,0.2515,0.2998,0.1764,0.0417,0.1621,46.4953,45.2276,45.2883,46.0278,45.3487,46.3531,AA+,AA+,AA+,AA+,AA+,8.0824,8.3383,7.947,8.2502,6.633,0.5487,0.7382,0.9167,1.1398,1.4167
136406.SH,16正才03,0.0295,0.0404,0.1006,0.1653,0.0115,0.061,67.6545,68.3386,68.5598,69.0086,69.1007,68.2799,AA+,AA+,AA+,AA+,AA+,6.5486,6.678,6.7083,7.1426,5.9467,0.5652,0.7603,0.9383,1.1602,1.4282
136407.SH,16正才04,0.0295,0.0404,0.1006,0.1653,0.0115,0.061,67.6545,68.3386,68.5598,69.0086,69.1007,68.2799,AA+,AA+,AA+,AA+,AA+,5.9845,6.169,5.8288,5.7354,5.7507,0.5894,0.7823,0.0645,0.3011,0.5367
136408.SH,16路桥01,-0.0268,-0.0191,-0.03,-0.0014,-0.0272,0.0173,69.7349,69.4502,69.7449,69.5195,69.7658,66.0044,AAA,AAA,AAA,AAA,AAA,3.6555,3.9698,4.0773,4.2956,4.063,0.5883,0.7839,0.9873,1.2205,1.467
136411.SH,16小商01,-0.0817,0.0113,0.0511,0.0288,-0.0634,-0.0261,53.702,53.1851,50.0573,51.6095,52.2078,48.7002,AA+,AA+,AA+,AA+,AA+,3.9753,4.9646,5.0152,5.5158,4.7715,0.6017,0.7948,0.9874,1.2189,1.4657
136412.SH,16房信01,,0.1158,0.0509,0.0388,,0.0905,,83.6103,83.353,80.8454,,81.3219,AA+,AA+,AA+,AA+,AA+,6.2826,6.3761,6.3103,6.4867,6.2201,0.877,1.0196,1.256,1.4851,1.7279
136414.SH,16绵投债,0.0724,0.0647,0.2967,0.2102,0.0334,0.1608,69.2208,68.6202,66.9766,68.6765,68.348,68.7607,AA+,AA+,AA+,AA+,AA+,5.2751,7.2459,6.7799,6.8376,6.2054,2.3372,2.4869,2.5888,2.8204,3.0755
136415.SH,16华建01,,0.1452,,0.2003,,-0.0187,,75.7252,,76.3709,,76.7621,AAA,AAA,AA+,AA+,AA+,4.5897,4.8865,4.9477,5.2044,4.9807,0.5869,0.7814,0.9755,1.2057,1.4496
136416.SH,16南山03,0.0055,0.0255,0.0211,0.0145,0.0097,0.0365,50.1529,51.1697,52.6232,52.0585,51.7585,52.9936,AAA,AAA,AAA,AAA,AAA,5.1865,5.5738,5.7103,6.0291,5.8512,0.6525,0.8435,1.0324,1.2592,1.5
136417.SH,16万达02,-0.0066,0.039,0.0467,0.1188,-0.0363,0.0626,70.6118,72.0518,68.4134,64.7583,61.5471,59.9319,AAA,AAA,AAA,AAA,AAA,4.638,4.8396,4.9407,5.8398,6.0071,0.5983,0.7949,0.9935,1.2056,1.4363
136418.SH,16信威02,,-0.0871,,-0.1213,,0.008,,35.4493,,42.5411,,42.7753,AA,AA,AA,AA,AA,11.4324,12.4245,6.7594,6.6451,6.5697,1.3546,1.523,0.0703,0.3068,0.5427
136419.SH,16国华01,,0.2499,,0.2897,,0.3315,,57.0211,,54.8963,,55.5568,AA,AA,AA,AA,AA,4.6427,5.0164,5.1082,5.373,5.1176,0.9463,1.0985,1.3332,1.562,1.8074
136420.SH,16中电01,0.002,-0.035,-0.025,0.0761,0.0217,-0.0353,68.8566,68.9663,71.4878,68.978,68.4756,69.8056,AAA,AAA,AAA,AAA,AAA,4.2986,4.7524,5.1065,5.4267,4.7706,2.427,2.6172,2.7478,2.9746,3.2339
136421.SH,16春秋01,-0.0036,0.1688,0.3652,0.4224,0.0971,0.2665,59.9036,60.7394,59.1513,58.9179,49.8182,48.7491,AA+,AA+,AA+,AA+,AA+,3.6489,3.9834,4.1168,4.3849,4.1451,0.6872,0.8821,1.0842,1.3155,1.5622
136422.SH,16宝丰01,0.0737,0.1139,0.2252,0.3705,0.0771,0.1514,64.7111,63.3416,60.2111,54.2002,58.1814,54.1096,AA+,AA+,AA+,AA+,AA+,6.2582,6.3607,6.2573,6.4179,6.0654,1.3336,1.5276,1.7646,1.5866,1.9228
136424.SH,16南翔02,0.0064,0.0045,-0.0619,0.0079,0.043,0.0698,58.4494,60.3623,60.8209,61.2221,59.1614,60.7855,AA,AA,AA,AA,AA,7.5471,6.948,6.9943,7.1098,6.9518,0.8151,0.0721,0.3047,0.5362,0.7715
136425.SH,16苏农01,,,,-0.1246,,-0.2041,,,,58.5212,,61.2043,AA+,AA+,AA,AA,AA,4.7234,4.9752,4.9724,5.1746,4.8932,0.6483,0.8434,1.0356,1.2672,1.5131
136427.SH,16葛洲02,-0.0879,-0.0313,-0.0937,-0.009,-0.1047,-0.057,68.4731,68.5471,68.379,72.6651,72.7961,74.9863,AAA,AAA,AAA,AAA,AAA,3.6328,3.9948,4.244,4.5756,4.4263,0.6043,0.7987,1.0011,1.2306,1.4738
136429.SH,16福华02,0.006,0.0253,,0.0551,,0.0084,69.248,69.854,,69.5154,,68.1355,AA,AA,AA,AA,AA,7.6273,7.8322,6.2438,6.1307,6.0877,0.6062,0.7939,0.0882,0.3241,0.5596
136430.SH,16浙五金,,0.1006,,0.1845,,0.5348,,55.9244,,37.3523,,36.5816,AA,AA,AA,AA,AA,5.0162,5.254,5.1222,5.3278,5.0373,0.6071,0.8021,0.9974,1.2286,1.4744
136431.SH,16广安01,,0.1243,,0.0612,,-0.0542,,71.2755,,71.1211,,71.9502,AA+,AA+,AA+,AA+,AA+,4.0215,4.3801,4.4597,4.7408,4.4935,0.6263,0.8201,1.0212,1.2517,1.4976
136432.SH,16协信05,,0.0467,-0.0032,0.0237,,-0.0221,,79.4309,79.8908,77.4331,,78.6492,AA,AA,AA,AA,AA,6.5812,6.6459,6.5984,6.7758,7.4203,0.6131,0.8095,0.9872,1.2161,1.4308
136433.SH,16晟晏债,0.0485,0.082,0.1878,0.5834,0.0535,0.1303,46.91,44.8095,44.114,43.8483,44.7653,44.1834,AA,AA,AA,AA,AA,8.3577,7.2567,7.1336,7.2498,6.9498,0.609,0.8288,0.9994,1.2288,1.4701
136434.SH,16葛洲03,-0.0879,-0.0313,-0.0937,-0.009,-0.1047,-0.057,68.4731,68.5471,68.379,72.6651,72.7961,74.9863,AAA,AAA,AAA,AAA,AAA,4.2055,4.6211,4.9764,5.2948,4.6385,2.4542,2.6455,2.7776,3.0047,3.2645
136435.SH,16广汇G1,-0.1437,-0.1135,-0.0599,0.0447,-0.1692,-0.2099,72.929,73.322,72.4493,71.2759,67.7857,67.673,AA,AA,AA,AA,AA,7.2919,7.493,7.0413,7.1475,7.2243,0.6424,0.8299,0.1221,0.3538,0.5854
136436.SH,16远洋01,,-0.007,,0.0869,,0.0093,,72.9298,,74.3792,,76.7961,AAA,AAA,AAA,AAA,AAA,3.5803,3.8883,4.0694,4.3393,4.1297,0.6493,0.845,1.0473,1.2789,1.5246
136440.SH,16渝开投,-0.0336,0.0155,0.0159,0.1844,0.0599,0.143,56.058,55.4859,54.4951,53.1594,52.6871,53.6295,AAA,AAA,AAA,AAA,AAA,4.4349,5.06,5.1657,5.4971,4.8946,2.5332,2.718,2.8517,3.0778,3.3356
136441.SH,15智慧02,-0.0754,-0.1425,-0.1343,-0.0615,-0.0884,-0.0653,59.9016,63.4172,67.0358,68.151,69.2058,68.8115,AA,AA,AA,AA,AA,4.9228,5.1531,5.1228,5.302,4.9974,0.6623,0.8575,1.0474,1.2793,1.5256
136443.SH,16蓉金01,,0.2511,,0.2876,-0.092,0.1285,,64.0421,,61.7717,61.3897,59.8543,AAA,AAA,AAA,AAA,AAA,3.3866,3.6995,3.8801,4.1485,3.9367,0.6662,0.8622,1.0666,1.2986,1.5449
136445.SH,G16嘉化1,-0.0892,-0.0704,0.0679,0.3247,0.0213,0.2811,40.7358,42.67,23.6797,24.9945,21.7912,21.7047,AA,AA,AA,AA,AA,4.8247,5.1432,5.2085,5.4676,5.2368,0.6526,0.846,1.0378,1.2673,1.5109
136447.SH,16复星03,-0.0448,-0.0366,-0.0427,0.046,-0.0208,-0.041,66.0778,64.9004,64.4617,66.1987,65.931,66.5534,AAA,AAA,AAA,AAA,AAA,3.7055,4.0074,4.0443,4.2779,5.4878,1.5815,0.8656,1.0691,1.3016,1.5027
136448.SH,16万达03,-0.0066,0.039,0.0467,0.1188,-0.0363,0.0626,70.6118,72.0518,68.4134,64.7583,61.5471,59.9319,AAA,AAA,AAA,AAA,AAA,4.6148,4.8005,4.8735,6.0901,6.0389,0.646,0.8429,1.0423,1.2452,1.4819
