,TRADE_CODE,SEC_NAME,AMOUNT,MATURITYDATE,CARRYDATE,COUPONRATE,COUPONTXT,CLOSE,LATESTPAR,INTERESTFREQUENCY,CASHFLOW_TTM,DEBTTOASSETS,WGSD_LIABS_CURR,ISSUERSHORTENED,ISSUEAMOUNT,COUPONDATETXT,DIRTYPRICE,CLEANPRICE,WGSD_OPER_CF,YIELD_CNBD,DIRTY_CNBD,NET_CNBD,MODIDURA_SHC,ACCRUEDINTEREST_SHC,VOBP_SHC,CNVXTY_SHC,LASTDATE_SHC
143180.SH,143180,G17华电2,AAA,2022/7/20 0:00,2017/7/20 0:00,4.42,"20170720-20200719,票面利率:4.42%;20200720-20220719,票面利率:4.42%+调整基点",98.9,100,1,5534814313,80.7115,,华电集团,1000000000,"每年7月20日付息,节假日顺延",99.5781,98.9,,,,,,,,,2018/9/13 0:00
143130.SH,143130,G17华电1,AAA,2022/6/9 0:00,2017/6/9 0:00,4.8,"20170609-20200608,票面利率:4.8%;20200609-20220608,票面利率:4.8%+调整基点",99.07,100,1,5534814313,80.7115,,华电集团,2000000000,"每年6月9日付息,节假日顺延",100.3456,99.07,,,,,,,,,2018/9/13 0:00
143209.SH,143209,G17光水1,AAA,2022/7/24 0:00,2017/7/24 0:00,4.55,"20170724-20200723,票面利率:4.55%;20200724-20220723,票面利率:4.55%+调整基点",99.39,100,1,,,3507238000,中国光大水务,1000000000,"每年7月24日付息,节假日顺延",100.0382,99.39,-264260000,,,,,,,,2018/9/13 0:00
127616.SH,127616,G17发展1,AAA,2022/9/6 0:00,2017/9/6 0:00,4.94,4.94%,99.5,100,1,2331163927,50.0616,8462826416,广州发展,2400000000,"每年9月6日付息,节假日顺延",99.6083,99.5,2358221140,,,,,,,,2018/9/13 0:00
143285.SH,143285,G17风电1,AAA,2022/9/7 0:00,2017/9/7 0:00,4.83,"20170907-20200906,票面利率:4.83%;20200907-20220906,票面利率:4.83%+上调基点",100.07,100,1,7230606.52,62.9283,3640560691,节能风电,300000000,"每年9月7日付息,节假日顺延",100.1626,100.07,1203308494,,,,,,,,2018/9/13 0:00
127690.SH,127690,G17丹徒1,AAA,2024/11/6 0:00,2017/11/6 0:00,5.98,5.98%,100,100,1,-1916268411,64.4818,,丹徒建投,1400000000,"每年11月6日付息,节假日顺延",105.1117,100,,,,,,,,,2018/9/13 0:00
127570.SH,127570,G17产建2,AAA,2024/8/10 0:00,2017/8/10 0:00,5.88,5.88%,97.9,100,1,1190963059,39.7591,,浏阳制造,900000000,"每年8月10日付息,节假日顺延",98.4638,97.9,,,,,,,,,2018/9/13 0:00
127482.SH,127482,G17产建1,AAA,2024/5/2 0:00,2017/5/2 0:00,5.75,5.75%,98.8,100,1,1190963059,39.7591,,浏阳制造,900000000,"每年5月2日付息,节假日顺延",100.9267,98.8,,,,,,,,,2018/9/13 0:00
136777.SH,136777,G16唐新3,AAA,2021/10/21 0:00,2016/10/21 0:00,3.1,3.10%,93.5,100,1,964588481.1,79.6325,21261855000,大唐新能源,500000000,"每年10月21日付息,节假日顺延",96.2858,93.5,3204536000,,,,,,,,2018/9/13 0:00
136730.SH,136730,G16唐新2,AAA,2021/9/27 0:00,2016/9/27 0:00,3.15,3.15%,92.35,100,1,964588481.1,79.6325,21261855000,大唐新能源,500000000,"每年9月27日付息,节假日顺延",95.3878,92.35,3204536000,,,,,,,,2018/9/13 0:00
136683.SH,136683,G16三峡2,AAA,2026/8/30 0:00,2016/8/30 0:00,3.39,3.39%,92.26,100,1,14353088780,47.0172,,三峡集团,2500000000,"每年8月30日付息,节假日顺延",92.3993,92.26,,,,,,,,,2018/9/13 0:00
136682.SH,136682,G16三峡1,AAA,2019/8/30 0:00,2016/8/30 0:00,2.92,2.92%,98.66,100,1,14353088780,47.0172,,三峡集团,3500000000,"每年8月30日付息,节假日顺延",98.78,98.66,,,,,,,,,2018/9/13 0:00
136533.SH,136533,G16能新1,AAA,2021/7/11 0:00,2016/7/11 0:00,2.95,"20160711-20190710,票面利率:2.95%;20190711-20210710,票面利率:2.95%+上调基点",99.36,100,1,1922844739,70.5825,27086065000,华能新能源,1140000000,"每年7月11日付息,节假日顺延",99.8853,99.36,7680709000,,,,,,,,2018/9/13 0:00
127429.SH,127429,G16京汽1,AAA,2023/4/22 0:00,2016/4/22 0:00,3.45,"20160422-20210421,票面利率:3.45%;20210422-20230421,票面利率:3.45%+上调基点",97.6,100,1,531824894.3,64.3728,87060857000,北京汽车,2500000000,"每年4月22日付息,节假日顺延",98.9705,97.6,19502763000,,,,,,,,2018/9/13 0:00
127462.SH,127462,G16国网2,AAA,2021/10/20 0:00,2016/10/20 0:00,2.99,2.99%,96.55,100,1,-6626067352,57.6163,,国家电网公司,5000000000,"每年10月20日付息,节假日顺延",99.2451,96.55,,,,,,,,,2018/9/13 0:00
127461.SH,127461,G16国网1,AAA,2019/10/20 0:00,2016/10/20 0:00,2.8,2.80%,98.94,100,1,-6626067352,57.6163,,国家电网公司,5000000000,"每年10月20日付息,节假日顺延",101.4638,98.94,,,,,,,,,2018/9/13 0:00
136991.SH,136991,G16北Y1,AAA,2021/9/13 0:00,2016/9/13 0:00,3.68,3.68%,97.99,100,1,-1821581519,64.7814,,北控水务,2800000000,"每年9月13日付息,节假日顺延",98.0001,97.99,,,,,,,,,2018/9/13 0:00
136749.SH,136749,G16博天,AAA,2021/10/12 0:00,2016/10/12 0:00,4.67,"20161012-20191011,票面利率:4.67%;20191012-20211011,票面利率:4.67%+上调基点",96,100,1,29047171.9,78.0121,4143589777,博天环境,300000000,"每年10月12日付息,节假日顺延",100.3118,96,-465368455.9,,,,,,,,2018/9/13 0:00
136605.SH,136605,G16北控1,AAA,2024/8/3 0:00,2016/8/3 0:00,3.25,"20160803-20210802,票面利率:3.25%;20210803-20240802,票面利率:3.25%+上调基点",96.7,100,1,5651432000,,27693378000,北控水务集团,700000000,"每年8月3日付息,节假日顺延",97.074,96.7,-6714432000,,,,,,,,2018/9/13 0:00
142055.SH,142055,PR优B,AAA,2018/11/26 0:00,2016/8/9 0:00,5.4,预期收益率5.4%,69.3,69.3,4,165102269.1,81.5866,,中信富通,29000000,"每年0226,0526,0826,1126付息,节假日顺延",69.4948,69.3,,,,,,,,,1899-12-30 00:00:00
149222.SH,149222,福田01A,AAA,2020/12/21 0:00,2018/1/26 0:00,6.1,预期收益率6.1%,,100,4,,,,中车信融融资租赁,375000000,"按季付息,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
131990.SH,131990,复地物10,AAA,2026/4/26 0:00,2016/7/29 0:00,5.2,预期收益率5.20%,100,100,4,,,,复地投资,174000000,"每年1026,0126,0426,0726付息,节假日顺延",100.7123,100,,,,,,,,,1899-12-30 00:00:00
131989.SH,131989,复地物09,AAA,2025/4/26 0:00,2016/7/29 0:00,5.05,预期收益率5.05%,100,100,4,,,,复地投资,166000000,"每年1026,0126,0426,0726付息,节假日顺延",100.6918,100,,,,,,,,,1899-12-30 00:00:00
131988.SH,131988,复地物08,AAA,2024/4/26 0:00,2016/7/29 0:00,5.05,预期收益率5.05%,100,100,4,,,,复地投资,158000000,"每年1026,0126,0426,0726付息,节假日顺延",100.6918,100,,,,,,,,,1899-12-30 00:00:00
131987.SH,131987,复地物07,AAA,2023/4/26 0:00,2016/7/29 0:00,5.05,预期收益率5.05%,100,100,4,,,,复地投资,150000000,"每年1026,0126,0426,0726付息,节假日顺延",100.6918,100,,,,,,,,,1899-12-30 00:00:00
131986.SH,131986,复地物06,AAA,2022/4/26 0:00,2016/7/29 0:00,5.05,预期收益率5.05%,100,100,4,,,,复地投资,143000000,"每年1026,0126,0426,0726付息,节假日顺延",100.6918,100,,,,,,,,,1899-12-30 00:00:00
131985.SH,131985,复地物05,AAA,2021/4/26 0:00,2016/7/29 0:00,5.05,预期收益率5.05%,100,100,4,,,,复地投资,136000000,"每年1026,0126,0426,0726付息,节假日顺延",100.6918,100,,,,,,,,,1899-12-30 00:00:00
131984.SH,131984,复地物04,AAA,2020/4/26 0:00,2016/7/29 0:00,5.05,预期收益率5.05%,100,100,4,,,,复地投资,129500000,"每年1026,0126,0426,0726付息,节假日顺延",100.6918,100,,,,,,,,,1899-12-30 00:00:00
131983.SH,131983,复地物03,AAA,2019/4/26 0:00,2016/7/29 0:00,4.7,预期收益率4.70%,100,100,4,,,,复地投资,123500000,"每年1026,0126,0426,0726付息,节假日顺延",100.6438,100,,,,,,,,,1899-12-30 00:00:00
146701.SH,146701,复地17B,AAA,2035/11/3 0:00,2017/11/3 0:00,6,预期收益率6%,100,100,4,1554587098,75.4082,,复地,1200000000,"每年0203,0503,0803,1103付息,节假日顺延",100.6904,100,,,,,,,,,1899-12-30 00:00:00
142515.SH,142515,丰汇5B4,AAA,2020/10/8 0:00,2016/12/20 0:00,6.7,预期年收益率6.7%,100,100,1,-164138165.9,81.2345,,丰汇租赁,34500000,"每年10月8日付息,节假日顺延",106.2595,100,,,,,,,,,1899-12-30 00:00:00
142514.SH,142514,丰汇5B3,AAA,2020/7/8 0:00,2016/12/20 0:00,6.7,预期年收益率6.7%,100,100,1,-164138165.9,81.2345,,丰汇租赁,33000000,"每年10月8日付息,节假日顺延",106.2595,100,,,,,,,,,1899-12-30 00:00:00
142513.SH,142513,丰汇5B2,AAA,2020/4/8 0:00,2016/12/20 0:00,6.5,预期年收益率6.5%,100,100,1,-164138165.9,81.2345,,丰汇租赁,34500000,"每年10月8日付息,节假日顺延",106.0726,100,,,,,,,,,1899-12-30 00:00:00
142512.SH,142512,丰汇5B1,AAA,2020/1/8 0:00,2016/12/20 0:00,6.5,预期年收益率6.5%,100,100,1,-164138165.9,81.2345,,丰汇租赁,43000000,"每年10月8日付息,节假日顺延",106.0726,100,,,,,,,,,1899-12-30 00:00:00
142134.SH,142134,丰汇4B1,AAA,2020/5/26 0:00,2016/9/14 0:00,6.8,预期年收益率6.8%,100,100,4,-164138165.9,81.2345,,丰汇租赁,145000000,"每年0226,0526,0826,1126付息,节假日顺延",100.354,100,,,,,,,,,1899-12-30 00:00:00
146521.SH,146521,番雅优01,AAA,2020/9/1 0:00,2017/9/1 0:00,5.75,预期收益率5.75%,100,100,2,4039485098,85.205,,番禺雅居乐,910000000,"每年3月1日和9月1日付息,节假日顺延",100.2048,100,,,,,,,,,1899-12-30 00:00:00
149006.SH,149006,泛物业07,AAA,2024/10/25 0:00,2017/12/20 0:00,8.5,"20171220-20201024,票面利率:8.5%;20201025-20241024,票面利率:8.5%+调整基点",100,100,2,,,,泛海物业,107000000,"每年4月25日和10月25日付息,节假日顺延",103.3068,100,,,,,,,,,1899-12-30 00:00:00
149005.SH,149005,泛物业06,AAA,2023/10/25 0:00,2017/12/20 0:00,8.3,"20171220-20201024,票面利率:8.3%;20201025-20231024,票面利率:8.3%+调整基点",100,100,2,,,,泛海物业,100000000,"每年4月25日和10月25日付息,节假日顺延",103.229,100,,,,,,,,,1899-12-30 00:00:00
149004.SH,149004,泛物业05,AAA,2022/10/25 0:00,2017/12/20 0:00,8,"20171220-20201024,票面利率:8%;20201025-20221024,票面利率:8%+调整基点",100,100,2,,,,泛海物业,94000000,"每年4月25日和10月25日付息,节假日顺延",103.1123,100,,,,,,,,,1899-12-30 00:00:00
149003.SH,149003,泛物业04,AAA,2021/10/25 0:00,2017/12/20 0:00,8,"20171220-20201024,票面利率:8%;20201025-20211024,票面利率:8%+调整基点",100,100,2,,,,泛海物业,88000000,"每年4月25日和10月25日付息,节假日顺延",103.1123,100,,,,,,,,,1899-12-30 00:00:00
149002.SH,149002,泛物业03,AAA,2020/10/25 0:00,2017/12/20 0:00,8,预期收益率8%,100,100,2,,,,泛海物业,83000000,"每年4月25日和10月25日付息,节假日顺延",103.1123,100,,,,,,,,,1899-12-30 00:00:00
149001.SH,149001,泛物业02,AAA,2019/10/25 0:00,2017/12/20 0:00,7.5,预期收益率7.5%,100,100,2,,,,泛海物业,79000000,"每年4月25日和10月25日付息,节假日顺延",102.9178,100,,,,,,,,,1899-12-30 00:00:00
146895.SH,146895,泛海1A,AAA,2035/11/24 0:00,2017/11/24 0:00,5.45,预期收益率5.45%,100,100,4,60700753.4,92.808,,潍坊银行,1600000000,"每年0224,0524,0824,1124付息,节假日顺延",100.3136,100,,,,,,,,,1899-12-30 00:00:00
146269.SH,146269,鄂黄桥04,AAA,2027/1/26 0:00,2017/7/28 0:00,6,预期收益率6%,100,100,4,,,,鄂黄大桥,248000000,"每年0126,0426,0726,1026付息,节假日顺延",100.8219,100,,,,,,,,,1899-12-30 00:00:00
146268.SH,146268,鄂黄桥03,AAA,2022/1/26 0:00,2017/7/28 0:00,5.5,预期收益率5.5%,100,100,4,,,,鄂黄大桥,110000000,"每年0126,0426,0726,1026付息,节假日顺延",100.7534,100,,,,,,,,,1899-12-30 00:00:00
146205.SH,146205,东融3优,AAA,2019/7/14 0:00,2017/7/14 0:00,4.95,预期收益率4.95%,100,100,2,293818774.3,76.9251,,东方证券,970000000,"每年6月15日和12月15日付息,节假日顺延",101.2341,100,-6812997000,,,,,,,,1899-12-30 00:00:00
142904.SH,142904,东融2优,AAA,2019/4/20 0:00,2017/4/20 0:00,4.83,预期收益率4.83%,100,100,2,293818774.3,76.9251,,东方证券,970000000,"每年6月15日和12月15日付息,节假日顺延",101.2042,100,-6812997000,,,,,,,,1899-12-30 00:00:00
146619.SH,146619,电投优,AAA,2020/7/2 0:00,2017/10/13 0:00,4.75,预期收益率4.75%,100,100,1,4665507508,81.3829,,国家电投,683620000,"每年7月2日付息,节假日顺延",100.963,100,,,,,,,,,1899-12-30 00:00:00
113008.SH,113008,电气转债,AAA,2021/2/2 0:00,2015/2/2 0:00,0.2,票面利率：第一年为0.2%、第二年为0.5%、第三年为1.0%、第四年为1.5%、第五年为1.5%、第六年为1.6%。,101.0095,100,1,-11696111000,64.5232,1.1132E+11,上海电气,6000000000,"本次发行的可转债采用每年付息一次的付息方式,计息起始日为可转债发行首日,即2015年2月2日.每年的付息日为本次发行的可转债发行首日起每满一年的当日,如该日为法定节假日或休息日,则顺延至下一工作日,顺延期间不另付息,每相邻的两个付息日之间为一个计息年度.每年的付息债权登记日为每年付息日的前一交易日,发行人将在每年付息日之后的五个交易日内支付当年利息.在付息债权登记日前(包括付息债权登记日)申请转换成发行人A股股票的可转债,发行人不再向其持有人支付本计息年度及以后计息年度的利息.可转债持有人所获得利息收入的应付税项由持有人承担.一期年度利息)向投资者赎回全部未转股的可转债.",101.93,101.0095,-7525017000,,,,,,,,1899-12-30 00:00:00
146646.SH,146646,德盈01,AAA,2018/10/12 0:00,2017/10/23 0:00,4.76,预期收益率4.76%,100,100,,-10995771000,94.9297,,盛京银行,475524000,到期一次还本付息,104.2514,100,26253739000,,,,,,,,1899-12-30 00:00:00
119413.SZ,119413,大融城A,AAA,2023/8/4 0:00,2016/8/5 0:00,3.8,预期收益率3.8%,91.9632,100,1,,,,雷泰投资,1300000000,"按年付息,节假日顺延",92.39,91.9632,,,,,,,,,1899-12-30 00:00:00
116106.SZ,116106,大地优03,AAA,2018/11/21 0:00,2015/12/16 0:00,7,预期收益率7.0%,43.7641,49.06,1,,29.7743,,华宝信托,480000000,"每年11月21日付息,节假日顺延",49.46,43.7641,,,,,,,,,1899-12-30 00:00:00
127005.SZ,127005,长证转债,AAA,2024/3/12 0:00,2018/3/12 0:00,0.2,"20180312-20190311,票面利率:0.2%;20190312-20200311,票面利率:0.4%;20200312-20210311,票面利率:1%;20210312-20220311,票面利率:1.5%;20220312-20230311,票面利率:1.8%;20230312-20240311,票面利率:2%",95.6481,100,1,3520372288,76.3438,,长江证券,5000000000,"①本次发行的可转换公司债券采用每年付息一次的付息方式,计息起始日为可转换公司债券发行首日.②付息日:每年的付息日为本次发行的可转换公司债券发行首日起每满一年的当日.如该日为法定节假日或休息日,则顺延至下一个工作日,顺延期间不另付息.每相邻的两个付息日之间为一个计息年度.③付息债权登记日:每年的付息债权登记日为每年付息日的前一交易日,公司将在每年付息日之后的五个交易日内支付当年利息.在付息债权登记日前(包括付息债权登记日)申请转换成公司股票的可转换公司债券,公司不再向其持有人支付本计息年度及以后计息年度的利息.④可转换公司债券持有人所获得利息收入的应付税项由持有人承担.",95.75,95.6481,-17637826592,,,,,,,,1899-12-30 00:00:00
146759.SH,146759,长虹优A,AAA,2020/11/3 0:00,2017/11/3 0:00,5.44,预期收益率5.44%,100,100,2,-3080664792,68.1199,41549354231,四川长虹,581410000,"每年5月3日和11月3日付息,节假日顺延",101.9972,100,1456160301,,,,,,,,1899-12-30 00:00:00
149684.SH,149684,璀璨2A,AAA,2019/6/26 0:00,2018/6/26 0:00,6.5,预期收益率6.5%,100,100,,18829975.22,,,尚隽保理,1120000000,到期一次还本付息,101.4247,100,,,,,,,,,1899-12-30 00:00:00
149548.SH,149548,璀璨1A,AAA,2019/5/16 0:00,2018/5/16 0:00,5.6,预期收益率5.6%,100,100,,18829975.22,,,尚隽保理,660000000,到期一次还本付息,101.8564,100,,,,,,,,,1899-12-30 00:00:00
149443.SH,149443,春申3优,AAA,2019/12/2 0:00,2018/4/27 0:00,5.15,预期收益率5.15%,,100,,24945000000,92.9775,,浦发银行,6200000000,,,,-1.40673E+11,,,,,,,,1899-12-30 00:00:00
149249.SH,149249,春申2优,AAA,2019/11/5 0:00,2018/2/12 0:00,5.5,预期收益率5.5%,100,100,1,24945000000,92.9775,,浦发银行,4750000000,"每年11月6日付息,节假日顺延",103.2247,100,-1.40673E+11,,,,,,,,1899-12-30 00:00:00
149115.SH,149115,创置优B,AAA,2035/12/22 0:00,2017/12/22 0:00,4.83,预期收益率4.83%,100,100,1,6312412000,77.421,66045368000,首创置业,580000000,"每年12月22日付息,节假日顺延",103.5199,100,4453789000,,,,,,,,1899-12-30 00:00:00
149114.SH,149114,创置优A,AAA,2035/12/22 0:00,2017/12/22 0:00,4.83,预期收益率4.83%,100,100,1,6312412000,77.421,66045368000,首创置业,510000000,"每年12月22日付息,节假日顺延",103.5199,100,4453789000,,,,,,,,1899-12-30 00:00:00
149231.SH,149231,创富5A4,AAA,2019/9/20 0:00,2018/2/9 0:00,6.95,预期收益率6.95%,,100,,,,,创富租赁,47000000,,,,,,,,,,,,1899-12-30 00:00:00
149230.SH,149230,创富5A3,AAA,2018/9/20 0:00,2018/2/9 0:00,6.8,预期收益率6.8%,100,100,,,,,创富租赁,23000000,到期一次还本付息,104.0427,100,,,,,,,,,1899-12-30 00:00:00
146416.SH,146416,创富4A6,AAA,2019/1/24 0:00,2017/8/30 0:00,6.5,预期收益率6.5%,100,100,1,,,,创富租赁,11000000,"每年4月24日付息,节假日顺延",102.5466,100,,,,,,,,,1899-12-30 00:00:00
146415.SH,146415,创富4A5,AAA,2018/10/25 0:00,2017/8/30 0:00,6.4,预期收益率6.4%,100,100,1,,,,创富租赁,12000000,"每年4月24日付息,节假日顺延",102.5074,100,,,,,,,,,1899-12-30 00:00:00
146051.SH,146051,诚泰1A3,AAA,2019/12/26 0:00,2017/4/28 0:00,6.1,预期收益率6.1%,100,100,4,,,,诚泰,83000000,"每年0326,0626,0926,1226付息,节假日顺延",101.337,100,,,,,,,,,1899-12-30 00:00:00
149479.SH,149479,诚泰03A2,AAA,2020/3/10 0:00,2018/5/17 0:00,6.3,预期收益率6.3%,,100,4,,,,诚泰,112000000,"按季付息,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
146501.SH,146501,诚泰02A3,AAA,2020/9/26 0:00,2017/9/5 0:00,6.3,预期收益率6.3%,100,100,4,,,,诚泰,114500000,"每年0326,0626,0926,1226付息,节假日顺延",101.3808,100,,,,,,,,,1899-12-30 00:00:00
119184.SZ,119184,畅行专项,AAA,2019/4/4 0:00,2015/4/30 0:00,5.6,中长期贷款五年以上-0.3%,89.8044,100,4,,,,中油资产,1000000000,"每年12月27日,3月27日,6月27日,9月27日付息,节假日顺延",90.8,89.8044,,,,,,,,,1899-12-30 00:00:00
131270.SH,131270,常公交10,AAA,2025/9/18 0:00,2015/12/18 0:00,5.6,预期收益率5.6%,100,100,4,,,,常德公交,24000000,"每年0318,0618,0918,1218付息,节假日顺延",101.3501,100,,,,,,,,,1899-12-30 00:00:00
131269.SH,131269,常公交09,AAA,2024/12/18 0:00,2015/12/18 0:00,5.6,预期收益率5.6%,100,100,4,,,,常德公交,33000000,"每年0318,0618,0918,1218付息,节假日顺延",101.3501,100,,,,,,,,,1899-12-30 00:00:00
131268.SH,131268,常公交08,AAA,2023/12/18 0:00,2015/12/18 0:00,5.6,预期收益率5.6%,100,100,4,,,,常德公交,31000000,"每年0318,0618,0918,1218付息,节假日顺延",101.3501,100,,,,,,,,,1899-12-30 00:00:00
131267.SH,131267,常公交07,AAA,2022/12/18 0:00,2015/12/18 0:00,5.6,预期收益率5.6%,100,100,4,,,,常德公交,29000000,"每年0318,0618,0918,1218付息,节假日顺延",101.3501,100,,,,,,,,,1899-12-30 00:00:00
131266.SH,131266,常公交06,AAA,2021/12/18 0:00,2015/12/18 0:00,5.6,预期收益率5.6%,100,100,4,,,,常德公交,27000000,"每年0318,0618,0918,1218付息,节假日顺延",101.3501,100,,,,,,,,,1899-12-30 00:00:00
131265.SH,131265,常公交05,AAA,2020/12/18 0:00,2015/12/18 0:00,5.6,预期收益率5.6%,100,100,4,,,,常德公交,25000000,"每年0318,0618,0918,1218付息,节假日顺延",101.3501,100,,,,,,,,,1899-12-30 00:00:00
131264.SH,131264,常公交04,AAA,2019/12/18 0:00,2015/12/18 0:00,5.5,预期收益率5.5%,100,100,4,,,,常德公交,23000000,"每年0318,0618,0918,1218付息,节假日顺延",101.326,100,,,,,,,,,1899-12-30 00:00:00
149374.SH,149374,财通10,AAA,2022/10/13 0:00,2018/4/4 0:00,4.75,预期收益率4.75%,,100,2,,,,财通融资,1000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149373.SH,149373,财通09,AAA,2022/7/6 0:00,2018/4/4 0:00,4.75,预期收益率4.75%,,100,2,,,,财通融资,86000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149372.SH,149372,财通08,AAA,2022/1/17 0:00,2018/4/4 0:00,4.75,预期收益率4.75%,,100,2,,,,财通融资,88000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149371.SH,149371,财通07,AAA,2021/7/14 0:00,2018/4/4 0:00,7,预期收益率7%,,100,2,,,,财通融资,105000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149370.SH,149370,财通06,AAA,2021/1/15 0:00,2018/4/4 0:00,6.9,预期收益率6.9%,,100,2,,,,财通融资,90000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149369.SH,149369,财通05,AAA,2020/7/13 0:00,2018/4/4 0:00,6.7,预期收益率6.7%,,100,2,,,,财通融资,100000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149368.SH,149368,财通04,AAA,2020/1/17 0:00,2018/4/4 0:00,6.5,预期收益率6.5%,,100,2,,,,财通融资,96000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149367.SH,149367,财通03,AAA,2019/7/12 0:00,2018/4/4 0:00,6.3,预期收益率6.3%,,100,2,,,,财通融资,94000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
149366.SH,149366,财通02,AAA,2019/1/17 0:00,2018/4/4 0:00,5.9,预期收益率5.9%,,100,2,,,,财通融资,80000000,"每半年付息一次,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
